DATE,CODE,CODENM,價位,賣數量,成本,剩餘數量,手續費,交易稅,損益
2020-01-03,6005,群益證,10.8,1000.0,10.9,0.0,15.0,32.0,-147.0
2020-01-07,3048,益登,19.0,1000.0,19.55,0.0,27.0,57.0,-634.0
2020-01-08,8039,台虹,50.0,1000.0,52.5,0.0,71.0,150.0,-2721.0
2020-01-09,2634,漢翔,34.5,1000.0,35.8,0.0,49.0,104.0,-1453.0
2020-01-09,1909,榮成,15.5,1000.0,15.65,0.0,22.0,46.0,-218.0
2020-01-09,2603,長榮,12.75,1000.0,13.0,0.0,18.0,38.0,-306.0
2020-01-10,2104,國際中橡,31.4,1000.0,31.95,0.0,45.0,94.0,-689.0
2020-01-10,1305,華夏,21.3,1000.0,22.1,0.0,30.0,64.0,-894.0
2020-01-20,2461,光群雷,18.4,1000.0,19.1,0.0,26.0,55.0,-781.0
2020-01-31,2889,國票金,11.6,1000.0,11.35,1000.0,17.0,35.0,198.0
2020-01-31,8046,南電,45.4,1000.0,49.9,0.0,65.0,136.0,-4701.0
2020-01-31,9946,三發地產,25.6,1000.0,28.05,0.0,36.0,77.0,-2563.0
2020-01-31,1609,大亞,11.2,1000.0,12.1,0.0,16.0,34.0,-950.0
2020-01-31,2405,浩鑫,11.3,1000.0,12.55,0.0,16.0,34.0,-1300.0
2020-02-03,2889,國票金,11.6,1000.0,11.35,0.0,17.0,35.0,198.0
2020-02-03,2884,玉山金,27.5,1000.0,28.55,0.0,39.0,82.0,-1171.0
2020-02-03,2886,兆豐金,31.15,1000.0,31.8,0.0,44.0,93.0,-787.0
2020-02-06,1409,新纖,12.1,1000.0,12.65,0.0,17.0,36.0,-603.0
2020-02-18,2328,廣宇,20.4,1000.0,20.7,0.0,29.0,61.0,-390.0
2020-02-24,2376,技嘉,54.3,1000.0,56.4,0.0,77.0,163.0,-2340.0
2020-02-25,6191,精成科,14.5,1000.0,15.2,0.0,21.0,44.0,-765.0
2020-02-25,3704,合勤控,15.9,1000.0,16.8,0.0,23.0,48.0,-971.0
2020-02-25,2356,英業達,22.85,1000.0,23.05,0.0,33.0,69.0,-302.0
2020-02-27,3189,景碩,53.0,1000.0,49.95,0.0,76.0,159.0,2815.0
2020-02-27,9919,康那香,19.95,1000.0,20.575,1000.0,28.0,60.0,-713.0
2020-03-02,2201,裕隆,20.1,1000.0,18.8,0.0,29.0,60.0,1211.0
2020-03-02,4906,正文,22.3,1000.0,23.85,0.0,32.0,67.0,-1649.0
2020-03-02,3338,泰碩,79.7,1000.0,87.1,0.0,114.0,239.0,-7753.0
2020-03-03,1907,永豐餘,13.8,1000.0,13.8,0.0,20.0,41.0,-61.0
2020-03-10,9919,康那香,19.75,1000.0,20.575,0.0,28.0,59.0,-912.0
2020-03-10,2369,菱生,10.35,1000.0,10.7,1000.0,15.0,31.0,-396.0
2020-03-10,8112,至上,30.85,1000.0,32.0,0.0,44.0,93.0,-1287.0
2020-03-11,1789,神隆,33.1,1000.0,36.0,0.0,47.0,99.0,-3046.0
2020-03-12,2369,菱生,10.45,1000.0,10.7,0.0,15.0,31.0,-296.0
2020-03-13,3017,奇鋐,29.3,1000.0,33.95,0.0,42.0,88.0,-4780.0
2020-03-19,2368,金像電,19.2,1000.0,17.95,0.0,27.0,58.0,1165.0
